Barcode,Name,Sales Price,Sales Description,Description for the website,Origin,Website Product Category,barcode_norm,expiration_date,date_repaired
4260193511394,Chicken Salami DESTAN,1.49,400g,,,,4260193511394,,
4260467592043,Chicken Salami with Chilli DESTAN,1.49,400g,,,,4260467592043,,
8690906006583,Chicken broth in cubes BASAK,2.60,100g,,,,8690906006583,,
4027394072204,Chicken sausage FULYA,4.40,800g,,,,4027394072204,,
4027394072501,Chicken sausage FULYA,4.50,400g,,,,4027394072501,,
4027394007572,Chicken sausages FULYA,3.70,400g,,,,4027394007572,,
8690906006774,Chicken spices BAŞAK,1.99,60g,Paruošimas: sumaišykite mišinį su 50ml aliejaus ir 50ml vandens ir marinuokite juo 1kg vištienos.,,,8690906006774,,
8717552025581,Chicken spices GÜLCAN,3.20,250g,,,,8717552025581,,
4262396730510,Chickpea HUNKAR,5.50,1000g,,,,4262396730510,,
4260766230097,Chickpea MIRAS,6.90,1000g,,,,4260766230097,,
8056515240860,Chickpea RISTORIS,6.99,2500g,,,,8056515240860,,
4027394001303,Chickpea YAYLA,4.00,1000g,,Turkey,,4027394001303,,
8690906000383,Chickpea flour BASAK,3.20,500g,,,,8690906000383,,
5017689008222,Chickpea flour TRS,4.95,1000g,,,,5017689008222,,
5283003611380,Chickpea spread with basil - Humus CHTOURA GARDEN,2.50,420g,,Lebanon,,5283003611380,,
5283003611397,Chickpea spread with garlic - Humus CHTOURA GARDEN,2.90,420g,,Lebanon,,5283003611397,,
8691573090967,Chickpeas (12mm) BURCU,4.45,1000g,,,,8691573090967,,
8691573089695,Chickpeas (12mm) BURCU,10.10,2500g,,,,8691573089695,,
8691440720003,Chickpeas (12mm) DURU,8.30,1000g,,,,8691440720003,,
4251354800938,Chickpeas (12mm) GÜLCAN,5.90,1000g,,,,4251354800938,,
8691573030321,Chickpeas BURCU,1.75,600g,,,,8691573030321,,
8691573030277,Chickpeas BURCU,1.80,800g,,,,8691573030277,,
8691573030314,Chickpeas BURCU,0.95,400g,,,,8691573030314,,
4027394008906,Chickpeas FULYA,3.70,800g,,,,4027394008906,,
4771459688618,Chickpeas PROFI,6.99,2500g,,,,4771459688618,,
4260649141069,Chickpeas With Sugar DERMANN ,1.50,200g,,,Riešutai - sėklos ir užkandžiai,4260649141069,,
4260467591015,Chickpeas YOREM,5.95,1000g,,,,4260467591015,,
8717973292937,Chickpeas coated with colored sugar ANATOLIA,1.35,200g,,,,8717973292937,,
8691573019210,Chickpeas in light tomato sauce BURCU,2.20,400g,,,Ekologiškos prekės / Konservuotas maistas,8691573019210,,
8717973293156,Chickpeas with honey and coconut flakes ANATOLIA,3.25,200g,,,,8717973293156,,
8717973293163,Chickpeas with honey and sesame seeds ANATOLIA,3.25,200g,,,,8717973293163,,
8717973293132,Chickpeas with hot spices ANATOLIA,3.25,200g,,,,8717973293132,,
8717973293149,Chickpeas with oregano ANATOLIA,3.55,200g,,,,8717973293149,,
8717703798227,Chickpeas with sugar MIRAS,4.35,250g,,,,8717703798227,,
5012389670434,Chili BBQ sauce ENCONA,2.70,142ml,,,Padažai - pastos ir užtepėlės,5012389670434,,
4779032460187,Chili Cranberry BUGA'S,1.49,140ml,,,,4779032460187,,
8425408222410,Chili Flavored Roasted corn CASAMAYOR,5.90,250g,,,,8425408222410,,
049733800112,Chili Garlic Sauce CHOLULA,7.50,150ml,,,Padažai - pastos ir užtepėlės,49733800112,,
049733840118,Chili Lime Sauce CHOLULA,7.49,150ml,,,Padažai - pastos ir užtepėlės,49733840118,,
4779032460194,Chili Lingonberry&Pear BUGA'S,3.30,140ml,,,,4779032460194,,
4779032460408,Chili Raspberry & Orange BUGA'S,1.49,140ml,,,,4779032460408,,
8728200404009,Chili paste Sambal Oelek WIND MILL,1.80,200g,,,Padažai - pastos ir užtepėlės / Padažai,8728200404009,,
8852646182273,Chili paste with garlic in oil THAI DANCER,2.90,230g,,,Padažai - pastos ir užtepėlės / Padažai,8852646182273,,
8717552025536,Chili pepper flakes GULCAN,3.10,130g,,,Prieskoniai / Grynieji prieskoniai,8717552025536,,
8717552005538,Chili pepper flakes GULCAN,3.10,130g,,,Prieskoniai / Grynieji prieskoniai,8717552005538,,
8717552002421,Chili pepper flakes GULCAN,5.80,400g,,,Prieskoniai / Grynieji prieskoniai,8717552002421,,
8717552026427,Chili pepper flakes GÜLCAN,7.10,450g,,,Prieskoniai / Grynieji prieskoniai,8717552026427,,
5283003610444,Chili pepper paste CHTOURA GARDEN,2.50,240g,,,Prieskoniai / Grynieji prieskoniai,5283003610444,,
201621,Chilli Paprika Granulemis,1.25,50g,,Turkey,Prieskoniai,201621,,
4860121750354,Chilli Paprika Granulemis (kopija),25.00,50g,,Turkey,Prieskoniai,4860121750354,,
4770412095357,Chilli Peppers,0.95,100g,,,Prieskoniai / Grynieji prieskoniai,4770412095357,,
5017689001360,Chilli Powder (extra hot) TRS,1.45,100g,,,,5017689001360,,
8717703796933,Chilli flakes extra hot MIRAS,6.49,160g,,,,8717703796933,,
5017689002398,Chilli powder TRS,2.90,100g,,,,5017689002398,,
8853662044057,Chilli sauce for seafood FLYING GOOSE,3.50,295ml,,,Padažai - pastos ir užtepėlės,8853662044057,,
4779030396112,Chimi Churi Spice mix,3.55,200g,Prieskoniai suteiks nuostabų skonį ir kvapą visiems namų virtuvėje gaminamiems patiekalams.,,,4779030396112,,
4779030395924,Chinese blend of 5 spices,4.40,90g,,,,4779030395924,,
8717973292753,Chips and roasted corn mix ANATOLIA,1.50,150g,,,,8717973292753,,
201618,Chmeli Suneli,1.00,50g,,Turkey,Prieskoniai,201618,,
201631,Chmeli Suneli (kopija),20.00,50g,,Turkey,Prieskoniai,201631,,
4771459070635,Chmeli Suneli IATS,5.95,75g,,,,4771459070635,,
4779030396037,Chmeli Suneli Spice mix,3.65,250g,"Vartojamas ryžių, kruopų, mėsos, daržovių patiekalams gardinti.",,,4779030396037,,
4779030394019,Chmeli Suneli Spice mix,2.55,70g,"Vartojamas ryžių, kruopų, mėsos, daržovių patiekalams gardinti.",,,4779030394019,,
8690547101210,Chocolate Whipped Topping KENTON,0.90,150g,,Turkey,,8690547101210,,
8690906000796,Chocolate almond pudding BASAK,1.11,105g,,,,8690906000796,,
8690504034438,Chocolate bar Albeni ULKER,1.00,31g,,,,8690504034438,,
8690120104256,Chocolate coated biscuits TORKU,3.75,252g,,,,8690120104256,,
8690504034032,Chocolate coated cookie with marshmallow HALLEY,1.50,30g,,Turkey,,8690504034032,,
8690504186687,Chocolate coated cookies with marshmallow HALLEY,3.50,240g,,,,8690504186687,,
8690504186946,Chocolate coated cookies with marshmallow and black mulberry marmalade HALLEY,3.50,236g,,,,8690504186946,,
8691460000512,Chocolate coated threaed halva IPEK,6.95,235g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8691460000512,,
8690629229672,Chocolate cream mix DR.OETKER,1.80,80g,,,,8690629229672,,
8690906000864,Chocolate pudding dessert BAŞAK,1.60,105g,"Paruošimas: supilkite mišinį į 500ml pieno ir virkite ant vidutinės ugnies kol užvirs, užvirus nuimkite nuo ugnies ir šiek tiek atvėsus supilstykite į indelius. Patiekite šaltą.",,,8690906000864,,
8690906000994,Chocolate sauce mix BASAK,1.95,130g,,,Padažai - pastos ir užtepėlės,8690906000994,,
8690504135913,Chocolate wafer with hazelnut cream ÜLKER,1.00,36g,,,,8690504135913,,
8690504131458,"Chocolate wafer with white chocolate, dark chocolate and milk chocolate ULKER",0.55,36.5g,,,,8690504131458,,
8683417000140,Chocolate with Hazelnut Tadelle,1.75,30g,,,,8683417000140,,
8690504065111,Chocolate with Milk Filled and Biscuits LAVIVA,1.75,35g,,,,8690504065111,,
8691573001284,Chopped Tomato BURCU,3.00,400g,,Turkey,,8691573001284,,
8696801002323,Chopped jalapenos CICEK,2.80,350g,,,,8696801002323,,
8696801002316,Chopped jalapenos CICEK,3.90,710g,,Turkey,,8696801002316,,
5285001401031,Chtoura garden Olive oil 900ml,14.90,1000ml,,,Actas - aliejus / Aliejus,5285001401031,,
86301000,Chupa-chups CERDAN,0.75,,,,,86301000,,
86301001,Chupa-chups su cola skonio CERDAN,0.90,,,,,86301001,,
4779030394880,Ciberzole Malta,3.00,100g,,,,4779030394880,,
4770412091908,Ciberzoles minced,2.99,100g,,,,4770412091908,,
4860108710807,Cidonijų uogienė,4.45,,,,,4860108710807,,
4251871707017,Cig Kofte SOHBET,2.99,180g,,,,4251871707017,,
8682631801960,Cig kofte mix CILOGLU,5.99,500g,,,,8682631801960,,
8682631801946,Cig kofte mix ÇILOGLU,4.09,500g,,,,8682631801946,,
4772122009648,Cija Seklos,3.00,100g,,,,4772122009648,,
8855044044396,Cija sėklų gėrimas su arbuzu skoniu RANY ,2.75,290ml,,,,8855044044396,,
8859017901808,Cija sėklų gėrimas su granatu skoniu RANY ,2.75,290ml,,,,8859017901808,,
4262457391346,Cinamono lazdelės ALIBABA,4.00,35g,,,,4262457391346,,
4262457390172,Cinamono lazdelės ALIBABA (kopija),4.90,120g,,,,4262457390172,,
5411944369385,Cinnamon flavored drink granules SEBAHAT,3.50,220g,,,,5411944369385,,
4779030394804,Cinnamon powder,4.10,500g,,,,4779030394804,,
4779030390332,Cinnamon powder,6.99,1000g,,,,4779030390332,,
5017689484620,Cinnamon powder TRS,1.99,100g,,,,5017689484620,,
8690906008341,Cinnamon sticks BAŞAK,2.20,45g,,,,8690906008341,,
8717552025550,Cinnamon sticks GULCAN,3.10,50g,,,,8717552025550,,
5017689012137,Cinnamon sticks TRS,3.35,50g,,,,5017689012137,,
8717552025369,Citric acid GULCAN,3.10,300g,,,,8717552025369,,
5411944369309,Citrina skonio gėrimo granulės SEBAHAT,4.50,220g,,,,5411944369309,,
5213010840138,Citrininė verbena,3.00,10g,,,,5213010840138,,
8697217081438,Citrinų skonio tirpusis gėrimas USAS,4.00,250g,,,,8697217081438,,
8718531646278,Citrinų sulčių NAZ,3.99,345g,,,,8718531646278,,
4260637867858,Citrinų vanduo ALIBABA,2.50,500g,,,,4260637867858,,
8850030031664,Classic Fried Chicken Seasoned Flour LOBO,5.90,150g,,,,8850030031664,,
4607016310251,Classic Tkemali sauce KINTO,3.50,300g,,,Padažai - pastos ir užtepėlės,4607016310251,,
8690120060286,Classic bicuits TORKU,4.60,700g,,,,8690120060286,,
8680164501289,Cleaning cloth EVAR,3.00,3vnt,,,,8680164501289,,
7622210768254,Clove flavoured gum FALIM,0.45,7g,,,,7622210768254,,
4262396730398,Coarse Pilaf Bulgur HUNKAR,6.20,1000g,,,,4262396730398,,
4262396730725,Coarse Pilaf Bulgur HUNKAR,9.00,2500g,,,,4262396730725,,
8691573090158,Coarse bulgur BURCU,2.90,1000g,"Šviesios bulgur kruopos tai dažniausiai randama kvietinių kruopų rūšis pasaulyje. Geltona spalva tai natūrali kietųjų kviečių kruopų spalva. Kaip paruošti bulgurą? Pakepinkite svogūną, sumaišykite jį su pomidorų pasta, užberkite druskos Ir pipirų. Nuplautas bulguro kruopas sudėkite į keptuvę ir trumpai pakepinkite kartu su svogūnais. Užpilkite kruopas virintu vandeniu (1 stiklinei kruopų reikalinga 1½ stiklinės karšto vandens) ir, užvirus, troškinkite ant lėtos ugnies 10-12 min., kol visas vanduo išgaruos.",,,8691573090158,,
8691440401001,Coarse bulgur DURU,3.60,1000g,"Šviesios bulgur kruopos tai dažniausiai randama kvietinių kruopų rūšis pasaulyje. Geltona spalva tai natūrali kietųjų kviečių kruopų spalva. Kaip paruošti bulgurą? Pakepinkite svogūną, sumaišykite jį su pomidorų pasta, užberkite druskos Ir pipirų. Nuplautas bulguro kruopas sudėkite į keptuvę ir trumpai pakepinkite kartu su svogūnais. Užpilkite kruopas virintu vandeniu (1 stiklinei kruopų reikalinga 1½ stiklinės karšto vandens) ir, užvirus, troškinkite ant lėtos ugnies 10-12 min., kol visas vanduo išgaruos.",,,8691440401001,,
4027394008944,Coarse bulgur FULYA,2.80,800g,,,,4027394008944,,
54001886,Coca Cola,1.89,250ml,,,,54001886,,
5449000000996,Coca Cola,1.40,330ml,,,,5449000000996,,
5000112651256,Coca Cola Zero Sugar,1.40,330ml,,,,5000112651256,,
54001893,Coca Cola Zero Sugar,1.90,250ml,,,,54001893,,
8690766132224,Cocoa Biscuits with Milk Chocolate HALLEY,3.75,189g,,Turkey,,8690766132224,,
8690547101012,Cocoa KENTON,2.10,100g,,,,8690547101012,,
8690120093932,Cocoa biscuits with cream PREMIO,3.10,258g,,,,8690120093932,,
8690906001410,Cocoa powder BASAK,0.90,25g,,,,8690906001410,,
8690629201104,Cocoa pudding DR.OETKER,1.40,147g,,,,8690629201104,,
8690906000802,Cocoa pudding dessert BAŞAK,1.60,105g,"Paruošimas: supilkite mišinį į 500ml pieno ir virkite ant vidutinės ugnies kol užvirs, užvirus nuimkite nuo ugnies ir šiek tiek atvėsus supilstykite į indelius. Patiekite šaltą.",,,8690906000802,,
4779052060107,Coconut BONSU,2.10,330ml,,,,4779052060107,,
8850389116906,Coconut Fruit Flavored Drink MOGU MOGU,2.99,320ml,,,,8850389116906,,
6096512787724,Coconut HUNKAR,4.99,200g,,,,6096512787724,,
8851613101385,Coconut Milk AROY-D,6.49,500ml,,,,8851613101385,,
8691685014806,Coconut Milk Shower Gel EYUP SABRI ,8.50,600ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685014806,,
8690949000340,Coconut bar PIKE,0.79,32g,,,,8690949000340,,
8717552025185,Coconut flakes GÜLCAN,2.49,130g,,,,8717552025185,,
8717703624618,Coconut milk (17-19% fat) NUOC COT DUA,2.30,400ml,,,,8717703624618,,
8850344001643,Coconut milk (8-10% fat),2.50,400ml,,,,8850344001643,,
8850367100019,Coconut milk CHAOKOH,1.99,250ml,,,,8850367100019,,
8690906000871,Coconut pudding BASAK,1.50,130g,,,,8690906000871,,
4771459333884,Coffe Cream MARGE,2.50,100ml,,,Pieno produktai / Pieno produktai,4771459333884,,
3428200386439,Coffee Cream PRESIDENT,2.50,98ml,,,Pieno produktai / Pieno produktai,3428200386439,,
6210551041481,Coffee DARK cardamom HAMWI 180g,11.00,180g,,,Arbata - kava / Kava,6210551041481,,
6210551011484,Coffee Mocha HAMWI,4.90,180g,,,Arbata - kava / Kava,6210551011484,,
6210551011330,Coffee Mocha HAMWI 450 g,17.00,180g,,United Arab Emirates,Arbata - kava / Kava,6210551011330,,
8697443241828,Coffee pot - 2,7.50,,,,Arbata - kava / Kava,8697443241828,,
6210551031482,Coffee with cardamom HAMWI,9.99,180g,,,Arbata - kava / Kava,6210551031482,,
6210551051480,Coffee with extra cardamom HAMWI,9.99,180g,,,Arbata - kava / Kava,6210551051480,,
6210331047030,Coffee without cardamom HASeeB,5.50,200g,,,Arbata - kava / Kava,6210331047030,,
4770179182666,Cognac Truffles PERGALE,3.99,200g,,,,4770179182666,,
8690504008026,Cokoprens Dark ULKER,1.49,234g,,,,8690504008026,,
8690504009016,Cokoprens Dark ULKER,0.75,23.4g,,,,8690504009016,,
8717703799200,Coloured chickpeas with sugar MIRAS,4.45,250g,,,,8717703799200,,
4260649141052,Coloured chickpeas with sugarDERMANN,4.00,200g,,,Riešutai - sėklos ir užkandžiai,4260649141052,,
4027394042269,Combi White Cheese YAYLA,5.49,800g,,,,4027394042269,,
8691573012570,Cooked eggplant BURCU,4.79,540g,,,,8691573012570,,
6281016210117,Cookie with date filling TEASHOP,0.50,40g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,6281016210117,,
8690120093239,Cookies with chocolate and milk cream TORKU,3.75,249g,,,,8690120093239,,
8690120047959,Cookies with orange filling TORKU,3.75,306g,,,,8690120047959,,
8680836270536,Copper Coffee Pot No:3,9.90,,,,Pramoninės prekės - higienos priemonės / Pramoninės prekės,8680836270536,,
4779030390547,Coriander grains,5.99,1000g,,,,4779030390547,,
4779030390530,Coriander powder,7.99,1000g,,,,4779030390530,,
4779030394309,Coriander powder,4.50,500g,,,,4779030394309,,
8717552025291,Coriander seeds GÜLCAN,2.50,100g,,,,8717552025291,,
8690906000369,Corn flour BASAK,1.99,400g,,,,8690906000369,,
8690906000314,Corn starch BAŞAK,1.60,200g,,,,8690906000314,,
8717552027660,Corn starch GÜLCAN,2.50,400g,,,,8717552027660,,
8690547021082,Corn starch KENTON,1.39,200g,,,,8690547021082,,
8690841010263,Cosmetic rose water BEBAK,2.70,215ml,,,,8690841010263,,
8001876002152,Cous Cous COLAVITA,3.50,500g,,Italy,,8001876002152,,
8011033010005,Couscous BACCHINI,4.90,1000g,,,,8011033010005,,
8720387052004,Couscous medium SENS MAROC,4.80,1000g,,,,8720387052004,,
8720387052080,Couscous pearl tomato SENS MAROC,6.40,900g,,,,8720387052080,,
8720387052073,Couscous pearl whole wheat SENS MAROC,6.40,900g,,,,8720387052073,,
4262396730473,Cowpea HUNKAR,5.00,1000g,,,,4262396730473,,
4779030397058,Crackling amaranth seeds,2.50,100g,,,,4779030397058,,
4760018505107,Cranberry Jam BIZIM TARLA,5.30,400g,,,,4760018505107,,
4760018502823,Cranberry juice with slices BIZIM TARLA,4.75,1000ml,,Azerbaijan,,4760018502823,,
4027394002249,Cream (55% fat) YAYLA,7.50,200g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394002249,,
8710908805448,Cream Cleaner Lemon CIF,2.40,300g,,,,8710908805448,,
8710908808838,Cream Cleaner Lemon CIF,3.75,540g,,,,8710908808838,,
8710447416013,Cream Cleaner Max CIF ,3.75,693g,,,,8710447416013,,
4027394003055,Cream cheese YAYLA,2.99,200g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394003055,,
4027394003642,Cream cheese YAYLA,5.25,250g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394003642,,
4779031860322,Creamy peanut butter (100%) HEALTHY CHOICE,23.90,1000g,,,Padažai - pastos ir užtepėlės,4779031860322,,
8680618038897,Creeper GAZELLE 3-5 months. pink,21.00,1vnt.,,,,8680618038897,,
5213010840367,Cretan green olives,6.50,320g,,,Alyvuogės / Žaliosios alyvuogės,5213010840367,,
6921804700269,Crispy Hot Chilli Pepper in  Soja Oil with Onion LAOGANMA,8.00,210g,,,Prieskoniai / Grynieji prieskoniai,6921804700269,,
8852116807880,Crispy Seaweed NORI,4.49,36g,,,,8852116807880,,
8852116807903,Crispy Seaweed Spicy flavour NORI,4.45,36g,,,,8852116807903,,
8690906006781,Crispy breadcrumbs for chicken BASAK,2.00,80g,,,,8690906006781,,
8690906006712,Crispy breadcrumbs for chicken BAŞAK,1.95,100g,"Paruošimas: 1 pakelio mišinio užtenka 1kg vištienos, apvoliokite vištieną kiaušinio baltymuose ir po to BASAK džiuvėsėlių mišinyje.",,,8690906006712,,
8693029605008,Croissant with Hazelnut&Vanilla Filling TODAY,0.75,45g,,,,8693029605008,,
8693029604971,Croissant with Strawberry Filling TODAY,0.75,45g,,,,8693029604971,,
4779031860698,Crunchy almond butter (100%) HEALTHY CHOICE,17.40,250g,"Vartojimas: Prieš vartojimą išmaišykite. Aliejaus atsiskyrimas yra natūralus reiškinys ir aukštos kokybės požymis. Valgykite vieną, tepkite ant sausainių, traškučių, duoniukų, skrebučių, bandelių, blynų, pyragėlių, tortų, plakite kokteilius ir kitus gėrimus, maišykite į košes, salotas, varškę, jogurtus ar ledus.",,Padažai - pastos ir užtepėlės,4779031860698,,
4779031860407,Crunchy almond butter (100%) HEALTHY CHOICE,47.90,1000g,"Vartojimas: Prieš vartojimą išmaišykite. Aliejaus atsiskyrimas yra natūralus reiškinys ir aukštos kokybės požymis. Valgykite vieną, tepkite ant sausainių, traškučių, duoniukų, skrebučių, bandelių, blynų, pyragėlių, tortų, plakite kokteilius ir kitus gėrimus, maišykite į košes, salotas, varškę, jogurtus ar ledus. Migdolų riešutų užtepas – puikus pakaitalas džemui. Tinkamas pagardinti bet kurį maisto produktą ar bet kurią vegetarišką dietą, gardinti tailandietiškus, kiniškus ir kitokius padažus. Jis turi stiprų migdolų skonį, tad tinka kepiniams, nes gali pakeisti cukrų, kitus kepiniuose naudojamus riebalus ir prieskonius.",,Padažai - pastos ir užtepėlės,4779031860407,,
4779031860346,Crunchy peanut butter (100%) HEALTHY CHOICE,26.60,1000g,"Vartojimas: Prieš vartojimą išmaišykite. Aliejaus atsiskyrimas yra natūralus reiškinys ir aukštos kokybės požymis. Valgykite vieną, tepkite ant sausainių, traškučių, duoniukų, skrebučių, bandelių, blynų, pyragėlių, tortų, plakite kokteilius ir kitus gėrimus, maišykite į košes, salotas, varškę, jogurtus ar ledus. Žemės riešutų užtepas – puikus pakaitalas džemui. Tinkamas pagardinti bet kurį maisto produktą ar bet kurią vegetarišką dietą, gardinti tailandietiškus, kiniškus ir kitokius padažus. Jis turi stiprų riešutų skonį, tad tinka kepiniams, nes gali pakeisti cukrų, kitus kepiniuose naudojamus riebalus ir prieskonius.",,Padažai - pastos ir užtepėlės,4779031860346,,
4779031860315,Crunchy peanut butter (100%) HEALTHY CHOICE,9.00,250g,"Vartojimas: Prieš vartojimą išmaišykite. Aliejaus atsiskyrimas yra natūralus reiškinys ir aukštos kokybės požymis. Valgykite vieną, tepkite ant sausainių, traškučių, duoniukų, skrebučių, bandelių, blynų, pyragėlių, tortų, plakite kokteilius ir kitus gėrimus, maišykite į košes, salotas, varškę, jogurtus ar ledus.",,Padažai - pastos ir užtepėlės,4779031860315,,
8695336108524,Crushed Green Olives BAGCI,6.95,800g,,,Alyvuogės / Žaliosios alyvuogės,8695336108524,,
8699237142892,Crushed Pistachio FISTIKCI,4.50,75g,,,,8699237142892,,
4771459047378,Crushed Tomato PROFI,10.00,4000g,,,,4771459047378,,
8691573081927,Cucumber Pickles BURCU,3.90,570g,,,,8691573081927,,
5285001400577,Cucumber pickles CHTOURA GARDEN,4.70,600g,,,,5285001400577,,
8691216020818,Cukruoti guminukai coca-cola (halal) HARIBO,2.50,100g,,,,8691216020818,,
4772122005244,Cumin seed powder,8.50,1000g,,,,4772122005244,,
4772122001246,Cumin seed powder,6.60,500g,,,,4772122001246,,
4779030399311,Cumin seeds,6.49,250g,,,,4779030399311,,
4779030399328,Cumin seeds,3.29,80g,,,,4779030399328,,
8717552025277,Cumin seeds GÜLCAN,3.30,180g,,,,8717552025277,,
4779030396044,Curry,7.99,500g,,,,4779030396044,,
4770412091748,Curry,1.55,100g,,,,4770412091748,,
8690906007818,Curry BASAK,2.60,100g,,,,8690906007818,,
8717552025345,Curry GÜLCAN,3.20,200g,,,,8717552025345,,
4262396731265,Curry HUNKAR,3.20,100g,,,,4262396731265,,
8717552043349,Curry Masala Spice mix GÜLCAN,4.20,170g,,,,8717552043349,,
8697436571970,Curry powder ÇILOĞLU,2.20,80g,,,,8697436571970,,
6111243620499,Cuscus Fin DALIA,3.50,1000g,,,,6111243620499,,
8690576029240,Cuscus pasta ANKARA,0.75,500g,,Turkey,,8690576029240,,
4711931034830,Custard Moki Citrinu skonio ,4.90,168g,,,,4711931034830,,
4260193518331,DESTAN dešra,7.99,500g,,,,4260193518331,,
8720181377259,DOMESTOS Atlantic Fresh,3.90,750ml,,,,8720181377259,,
8720181377266,DOMESTOS Citrus,3.90,750ml,,,,8720181377266,,
8720181377242,DOMESTOS Pine,3.90,750ml,,,,8720181377242,,
8683417000171,Dark Chocolate with Hazelnut Tadelle,1.75,30g,,,,8683417000171,,
6971835850075,Dark Superior Soy Sauce CHAIN KWO,4.90,623ml,,,Padažai - pastos ir užtepėlės,6971835850075,,
4251354809030,Date Paste AICHA DATES,4.90,1000g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,4251354809030,,
6191529000191,Date Paste SALAMMKO,4.90,1000g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,6191529000191,,
7423601859830,Date Powder TOMOOR,8.49,350g,,,,7423601859830,,
8690949000388,Date bar with nuts and coconut flakes TEMPO,0.99,50g,,,,8690949000388,,
8718531641303,Date paste,4.50,900g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,8718531641303,,
8710742021783,Date syrup (100%) BASRA,4.00,450g,,,Sirupai - džemai - uogienės - sezamo pasta,8710742021783,,
5285001404582,Date syrup CHTOURA GARDEN,6.65,800g,,,Sirupai - džemai - uogienės - sezamo pasta,5285001404582,,
5285001404940,Date syrup CHTOURA GARDEN,3.90,375g,,,Sirupai - džemai - uogienės - sezamo pasta,5285001404940,,
6191448200368,Dates LAYLA,6.50,1000g,,,,6191448200368,,
7422256771726,Dates covered with Dark Chocolate Tamoor,7.75,100g,,,,7422256771726,,
6097718772705,Dates covered with Milk Chocolate TOMOOR,7.50,100g,,,,6097718772705,,
6287005470647,Datuliu Pasta ALSHARQ,5.50,1000g,,,,6287005470647,,
8690777002745,Dideles Baltososios Pupeles SERA,7.99,900g,,,,8690777002745,,
8690504028536,Dido Chocolate Wafer,0.99,35g,,,,8690504028536,,
4015400956082,Dish Soap Citrus FAIRY,2.50,450ml,,,Pramoninės prekės - higienos priemonės,4015400956082,,
4015400956358,Dish Soap Lavander FAIRY,2.50,450ml,,,Pramoninės prekės - higienos priemonės,4015400956358,,
4015400956266,Dish Soap Pomegranate FAIRY,2.50,450ml,,,Pramoninės prekės - higienos priemonės,4015400956266,,
4015400956303,Dish Soap Sensitive chamomile FAIRY,2.50,450ml,,,Pramoninės prekės - higienos priemonės,4015400956303,,
4015400956181,Dish Soap with Apple FAIRY,2.50,450ml,,,Pramoninės prekės - higienos priemonės,4015400956181,,
5908271906968,Dish Sponge Little,2.00,10pcs,,,,5908271906968,,
4779032110747,Dish Sponge PROFI,2.50,10pcs,,,,4779032110747,,
8690530279858,Dispensary Paper Towel SELPAK,3.00,,,,,8690530279858,,
8699237143967,Double Roasted Chickpeas FISTIKCI,7.49,500g,,,,8699237143967,,
8717703797886,Double-Roasted Yellow Chickpeas MIRAS,3.00,250g,,Turkey,,8717703797886,,
86301002,Dovana Rinkyns - HUNKAR,1.00,,,,,86301002,,
0000000117470,Dovanų rinkinys Rožė,13.00,1vnt.,"Rinkinį sudaro kosmetinis rožių vanduo, kremas su rožių aliejumi bei rožių aromato skystasis muilas.",,,117470,,
4262396735904,Dried Apricot HUNKAR,8.49,400g,,,,4262396735904,,
6210999050427,Dried Apricot Paste RAWAA,5.50,400g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,6210999050427,,
8717703622584,Dried Banana Cips HC,4.00,200g,,,,8717703622584,,
4779023392381,Dried Banana GERBIU RAGAS,4.99,250g,,,,4779023392381,,
4772122007750,Dried Cumin Seeds,8.50,1000g,,,,4772122007750,,
